Item Name,ID,Max Stack Size,Has Block,Creative Tabs,Block Loot Behavior,No Loot Table,Override Loot Source Block,Vanilla Loot Method,Loot Drop Field,Included
Polished Blackstone Stairs,polished_blackstone_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Polished Blackstone Wall,polished_blackstone_wall,64,Yes,building_blocks,default,No,,drop_self,,Yes
Polished Deepslate,polished_deepslate,64,Yes,building_blocks,default,No,,drop_self,,Yes
Polished Deepslate Slab,polished_deepslate_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Polished Deepslate Stairs,polished_deepslate_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Polished Deepslate Wall,polished_deepslate_wall,64,Yes,building_blocks,default,No,,drop_self,,Yes
Polished Diorite,polished_diorite,64,Yes,building_blocks,default,No,,drop_self,,Yes
Polished Diorite Slab,polished_diorite_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Polished Diorite Stairs,polished_diorite_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Polished Granite,polished_granite,64,Yes,building_blocks,default,No,,drop_self,,Yes
Polished Granite Slab,polished_granite_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Polished Granite Stairs,polished_granite_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Polished Tuff,polished_tuff,64,Yes,building_blocks,default,No,,drop_self,,Yes
Polished Tuff Slab,polished_tuff_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Polished Tuff Stairs,polished_tuff_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Polished Tuff Wall,polished_tuff_wall,64,Yes,building_blocks,default,No,,drop_self,,Yes
Popped Chorus Fruit,popped_chorus_fruit,64,No,ingredients,,No,,,,Yes
Poppy,poppy,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Porkchop,porkchop,64,No,food_and_drinks,,No,,,,Yes
Potato,potato,64,No,food_and_drinks,,No,,,,Yes
Potion,potion,1,No,food_and_drinks,,No,,,,No
Powder Snow Bucket,powder_snow_bucket,1,No,tools_and_utilities,,No,,,,No
Powered Rail,powered_rail,64,Yes,redstone_blocks; tools_and_utilities,default,No,,drop_self,,Yes
Prismarine,prismarine,64,Yes,building_blocks; natural_blocks,default,No,,drop_self,,Yes
Prismarine Brick Slab,prismarine_brick_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Prismarine Brick Stairs,prismarine_brick_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Prismarine Bricks,prismarine_bricks,64,Yes,building_blocks,default,No,,drop_self,,Yes
Prismarine Crystals,prismarine_crystals,64,No,ingredients,,No,,,,Yes
Prismarine Shard,prismarine_shard,64,No,ingredients,,No,,,,Yes
Prismarine Slab,prismarine_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Prismarine Stairs,prismarine_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Prismarine Wall,prismarine_wall,64,Yes,building_blocks,default,No,,drop_self,,Yes
Prize Pottery Sherd,prize_pottery_sherd,64,No,ingredients,,No,,,,Yes
Pufferfish,pufferfish,64,No,food_and_drinks; ingredients,,No,,,,Yes
Pufferfish Bucket,pufferfish_bucket,1,No,tools_and_utilities,,No,,,,No
Pufferfish Spawn Egg,pufferfish_spawn_egg,64,No,spawn_eggs,,No,,,,No
Pumpkin,pumpkin,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Pumpkin Pie,pumpkin_pie,64,No,food_and_drinks,,No,,,,Yes
Pumpkin Seeds,pumpkin_seeds,64,No,natural_blocks,,No,,,,Yes
Purple Banner,purple_banner,16,Yes,colored_blocks; functional_blocks,default,No,,custom,,Yes
Purple Bed,purple_bed,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
Purple Bundle,purple_bundle,1,No,tools_and_utilities,,No,,,,No
Purple Candle,purple_candle,64,Yes,colored_blocks; functional_blocks,default,No,,custom,,Yes
Purple Carpet,purple_carpet,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Purple Concrete,purple_concrete,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Purple Concrete Powder,purple_concrete_powder,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Purple Dye,purple_dye,64,No,ingredients,,No,,,,Yes
Purple Glazed Terracotta,purple_glazed_terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Purple Harness,purple_harness,1,No,tools_and_utilities,,No,,,,No
Purple Shulker Box,purple_shulker_box,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
Purple Stained Glass,purple_stained_glass,64,Yes,colored_blocks,default,No,,drop_when_silk_touch,,Yes
Purple Stained Glass Pane,purple_stained_glass_pane,64,Yes,colored_blocks,default,No,,drop_when_silk_touch,,Yes
Purple Terracotta,purple_terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Purple Wool,purple_wool,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Purpur Block,purpur_block,64,Yes,building_blocks,default,No,,drop_self,,Yes
Purpur Pillar,purpur_pillar,64,Yes,building_blocks,default,No,,drop_self,,Yes
Purpur Slab,purpur_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Purpur Stairs,purpur_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Quartz,quartz,64,No,ingredients,,No,,,,Yes
Quartz Block,quartz_block,64,Yes,building_blocks,default,No,,drop_self,,Yes
Quartz Bricks,quartz_bricks,64,Yes,building_blocks,default,No,,drop_self,,Yes
Quartz Pillar,quartz_pillar,64,Yes,building_blocks,default,No,,drop_self,,Yes
Quartz Slab,quartz_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Quartz Stairs,quartz_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Rabbit,rabbit,64,No,food_and_drinks,,No,,,,Yes
Rabbit Foot,rabbit_foot,64,No,ingredients,,No,,,,Yes
Rabbit Hide,rabbit_hide,64,No,ingredients,,No,,,,Yes
Rabbit Spawn Egg,rabbit_spawn_egg,64,No,spawn_eggs,,No,,,,No
Rabbit Stew,rabbit_stew,1,No,food_and_drinks,,No,,,,No
Rail,rail,64,Yes,redstone_blocks; tools_and_utilities,default,No,,drop_self,,Yes
Raiser Armor Trim Smithing Template,raiser_armor_trim_smithing_template,64,No,ingredients,,No,,,,Yes
Ravager Spawn Egg,ravager_spawn_egg,64,No,spawn_eggs,,No,,,,No
Raw Copper,raw_copper,64,No,ingredients,,No,,,,Yes
Raw Copper Block,raw_copper_block,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Raw Gold,raw_gold,64,No,ingredients,,No,,,,Yes
Raw Gold Block,raw_gold_block,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Raw Iron,raw_iron,64,No,ingredients,,No,,,,Yes
Raw Iron Block,raw_iron_block,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Recovery Compass,recovery_compass,64,No,tools_and_utilities,,No,,,,Yes
Red Banner,red_banner,16,Yes,colored_blocks; functional_blocks,default,No,,custom,,Yes
Red Bed,red_bed,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
Red Bundle,red_bundle,1,No,tools_and_utilities,,No,,,,No
Red Candle,red_candle,64,Yes,colored_blocks; functional_blocks,default,No,,custom,,Yes
Red Carpet,red_carpet,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Red Concrete,red_concrete,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Red Concrete Powder,red_concrete_powder,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Red Dye,red_dye,64,No,ingredients,,No,,,,Yes
Red Glazed Terracotta,red_glazed_terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Red Harness,red_harness,1,No,tools_and_utilities,,No,,,,No
Red Mushroom,red_mushroom,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Red Mushroom Block,red_mushroom_block,64,Yes,natural_blocks,default,No,,custom,,Yes
Red Nether Brick Slab,red_nether_brick_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Red Nether Brick Stairs,red_nether_brick_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Red Nether Brick Wall,red_nether_brick_wall,64,Yes,building_blocks,default,No,,drop_self,,Yes
Red Nether Bricks,red_nether_bricks,64,Yes,building_blocks,default,No,,drop_self,,Yes
Red Sand,red_sand,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Red Sandstone,red_sandstone,64,Yes,building_blocks; natural_blocks,default,No,,drop_self,,Yes
Red Sandstone Slab,red_sandstone_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Red Sandstone Stairs,red_sandstone_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Red Sandstone Wall,red_sandstone_wall,64,Yes,building_blocks,default,No,,drop_self,,Yes
Red Shulker Box,red_shulker_box,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
Red Stained Glass,red_stained_glass,64,Yes,colored_blocks,default,No,,drop_when_silk_touch,,Yes
Red Stained Glass Pane,red_stained_glass_pane,64,Yes,colored_blocks,default,No,,drop_when_silk_touch,,Yes
Red Terracotta,red_terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Red Tulip,red_tulip,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Red Wool,red_wool,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Redstone,redstone,64,No,redstone_blocks; ingredients,,No,,,,Yes
Redstone Block,redstone_block,64,Yes,building_blocks; redstone_blocks,default,No,,drop_self,,Yes
Redstone Lamp,redstone_lamp,64,Yes,functional_blocks; redstone_blocks,default,No,,drop_self,,Yes
Redstone Ore,redstone_ore,64,Yes,natural_blocks; redstone_blocks,default,No,,custom,,Yes
Redstone Torch,redstone_torch,64,Yes,functional_blocks; redstone_blocks,default,No,,drop_self,,Yes
Reinforced Deepslate,reinforced_deepslate,64,Yes,building_blocks,default,No,,no_drop,,No
Repeater,repeater,64,Yes,redstone_blocks,default,No,,drop_self,,Yes
Repeating Command Block,repeating_command_block,64,Yes,op_blocks,no_loot_table,Yes,,,,No
Resin Block,resin_block,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Resin Brick,resin_brick,64,No,ingredients,,No,,,,Yes
Resin Brick Slab,resin_brick_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Resin Brick Stairs,resin_brick_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Resin Brick Wall,resin_brick_wall,64,Yes,building_blocks,default,No,,drop_self,,Yes
Resin Bricks,resin_bricks,64,Yes,building_blocks,default,No,,drop_self,,Yes
Resin Clump,resin_clump,64,No,ingredients,,No,,,,Yes
Respawn Anchor,respawn_anchor,64,Yes,functional_blocks,default,No,,drop_self,,Yes
Rib Armor Trim Smithing Template,rib_armor_trim_smithing_template,64,No,ingredients,,No,,,,Yes
Rooted Dirt,rooted_dirt,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Rose Bush,rose_bush,64,Yes,natural_blocks,default,No,,custom,,Yes
Rotten Flesh,rotten_flesh,64,No,food_and_drinks,,No,,,,Yes
Saddle,saddle,1,No,tools_and_utilities,,No,,,,No
Salmon,salmon,64,No,food_and_drinks,,No,,,,Yes
Salmon Bucket,salmon_bucket,1,No,tools_and_utilities,,No,,,,No
Salmon Spawn Egg,salmon_spawn_egg,64,No,spawn_eggs,,No,,,,No
Sand,sand,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Sandstone,sandstone,64,Yes,building_blocks; natural_blocks,default,No,,drop_self,,Yes
Sandstone Slab,sandstone_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Sandstone Stairs,sandstone_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Sandstone Wall,sandstone_wall,64,Yes,building_blocks,default,No,,drop_self,,Yes
Scaffolding,scaffolding,64,Yes,functional_blocks,default,No,,drop_self,,Yes
Scrape Pottery Sherd,scrape_pottery_sherd,64,No,ingredients,,No,,,,Yes
Sculk,sculk,64,Yes,natural_blocks,default,No,,drop_when_silk_touch,,Yes
Sculk Catalyst,sculk_catalyst,64,Yes,natural_blocks,default,No,,drop_when_silk_touch,,Yes
Sculk Sensor,sculk_sensor,64,Yes,natural_blocks; redstone_blocks,default,No,,drop_when_silk_touch,,Yes
Sculk Shrieker,sculk_shrieker,64,Yes,natural_blocks; redstone_blocks,default,No,,drop_when_silk_touch,,Yes
Sculk Vein,sculk_vein,64,Yes,natural_blocks,default,No,,custom,,Yes
Sea Lantern,sea_lantern,64,Yes,building_blocks; functional_blocks,default,No,,custom,,Yes
Sea Pickle,sea_pickle,64,Yes,natural_blocks,default,No,,custom,,Yes
Seagrass,seagrass,64,Yes,natural_blocks,default,No,,custom,,Yes
Sentry Armor Trim Smithing Template,sentry_armor_trim_smithing_template,64,No,ingredients,,No,,,,Yes
Shaper Armor Trim Smithing Template,shaper_armor_trim_smithing_template,64,No,ingredients,,No,,,,Yes
Sheaf Pottery Sherd,sheaf_pottery_sherd,64,No,ingredients,,No,,,,Yes
Shears,shears,1,No,tools_and_utilities,,No,,,,No
Sheep Spawn Egg,sheep_spawn_egg,64,No,spawn_eggs,,No,,,,No
Shelter Pottery Sherd,shelter_pottery_sherd,64,No,ingredients,,No,,,,Yes
Shield,shield,1,No,combat,,No,,,,No
Short Dry Grass,short_dry_grass,64,Yes,natural_blocks,default,No,,custom,,Yes
Short Grass,short_grass,64,Yes,natural_blocks,default,No,,custom,,Yes
Shroomlight,shroomlight,64,Yes,natural_blocks; functional_blocks,default,No,,drop_self,,Yes
Shulker Box,shulker_box,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
Shulker Shell,shulker_shell,64,No,ingredients,,No,,,,Yes
Shulker Spawn Egg,shulker_spawn_egg,64,No,spawn_eggs,,No,,,,No
Silence Armor Trim Smithing Template,silence_armor_trim_smithing_template,64,No,ingredients,,No,,,,Yes
Silverfish Spawn Egg,silverfish_spawn_egg,64,No,spawn_eggs,,No,,,,No
Skeleton Horse Spawn Egg,skeleton_horse_spawn_egg,64,No,spawn_eggs,,No,,,,No
Skeleton Skull,skeleton_skull,64,Yes,functional_blocks,default,No,,drop_self,,Yes
Skeleton Spawn Egg,skeleton_spawn_egg,64,No,spawn_eggs,,No,,,,No
Skull Banner Pattern,skull_banner_pattern,1,No,ingredients,,No,,,,No
Skull Pottery Sherd,skull_pottery_sherd,64,No,ingredients,,No,,,,Yes
Slime Ball,slime_ball,64,No,ingredients,,No,,,,Yes
Slime Block,slime_block,64,Yes,natural_blocks; redstone_blocks,default,No,,drop_self,,Yes
Slime Spawn Egg,slime_spawn_egg,64,No,spawn_eggs,,No,,,,No
Small Amethyst Bud,small_amethyst_bud,64,Yes,natural_blocks,default,No,,drop_when_silk_touch,,Yes
Small Dripleaf,small_dripleaf,64,Yes,natural_blocks,default,No,,custom,,Yes
Smithing Table,smithing_table,64,Yes,functional_blocks,default,No,,drop_self,,Yes
Smoker,smoker,64,Yes,functional_blocks,default,No,,custom,,Yes
Smooth Basalt,smooth_basalt,64,Yes,building_blocks; natural_blocks,default,No,,drop_self,,Yes
Smooth Quartz,smooth_quartz,64,Yes,building_blocks,default,No,,drop_self,,Yes
Smooth Quartz Slab,smooth_quartz_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Smooth Quartz Stairs,smooth_quartz_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Smooth Red Sandstone,smooth_red_sandstone,64,Yes,building_blocks,default,No,,drop_self,,Yes
Smooth Red Sandstone Slab,smooth_red_sandstone_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Smooth Red Sandstone Stairs,smooth_red_sandstone_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Smooth Sandstone,smooth_sandstone,64,Yes,building_blocks,default,No,,drop_self,,Yes
Smooth Sandstone Slab,smooth_sandstone_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Smooth Sandstone Stairs,smooth_sandstone_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Smooth Stone,smooth_stone,64,Yes,building_blocks,default,No,,drop_self,,Yes
Smooth Stone Slab,smooth_stone_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Sniffer Egg,sniffer_egg,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Sniffer Spawn Egg,sniffer_spawn_egg,64,No,spawn_eggs,,No,,,,No
Snort Pottery Sherd,snort_pottery_sherd,64,No,ingredients,,No,,,,Yes
Snout Armor Trim Smithing Template,snout_armor_trim_smithing_template,64,No,ingredients,,No,,,,Yes
Snow,snow,64,Yes,natural_blocks,default,No,,custom,,Yes
Snow Block,snow_block,64,Yes,natural_blocks,default,No,,custom,,Yes
Snow Golem Spawn Egg,snow_golem_spawn_egg,64,No,spawn_eggs,,No,,,,No
Snowball,snowball,16,No,combat; ingredients,,No,,,,Yes
Soul Campfire,soul_campfire,64,Yes,functional_blocks,default,No,,custom,,Yes
Soul Lantern,soul_lantern,64,Yes,functional_blocks,default,No,,custom,,Yes
Soul Sand,soul_sand,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Soul Soil,soul_soil,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Soul Torch,soul_torch,64,Yes,functional_blocks,default,No,,drop_self,,Yes
Spawner,spawner,64,Yes,spawn_eggs,default,No,,no_drop,,No
Spectral Arrow,spectral_arrow,64,No,combat,,No,,,,Yes
Spider Eye,spider_eye,64,No,food_and_drinks; ingredients,,No,,,,Yes
Spider Spawn Egg,spider_spawn_egg,64,No,spawn_eggs,,No,,,,No
Spire Armor Trim Smithing Template,spire_armor_trim_smithing_template,64,No,ingredients,,No,,,,Yes
Splash Potion,splash_potion,1,No,food_and_drinks,,No,,,,No
Sponge,sponge,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Spore Blossom,spore_blossom,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Spruce Boat,spruce_boat,1,No,tools_and_utilities,,No,,,,No
Spruce Button,spruce_button,64,Yes,building_blocks,default,No,,drop_self,,Yes
Spruce Chest Boat,spruce_chest_boat,1,No,tools_and_utilities,,No,,,,No
Spruce Door,spruce_door,64,Yes,building_blocks,default,No,,custom,,Yes
Spruce Fence,spruce_fence,64,Yes,building_blocks,default,No,,drop_self,,Yes
Spruce Fence Gate,spruce_fence_gate,64,Yes,building_blocks,default,No,,drop_self,,Yes
Spruce Hanging Sign,spruce_hanging_sign,16,Yes,functional_blocks,default,No,,drop_self,,Yes
Spruce Leaves,spruce_leaves,64,Yes,natural_blocks,default,No,,custom,,Yes
Spruce Log,spruce_log,64,Yes,building_blocks; natural_blocks,default,No,,drop_self,,Yes
Spruce Planks,spruce_planks,64,Yes,building_blocks,default,No,,drop_self,,Yes
Spruce Pressure Plate,spruce_pressure_plate,64,Yes,building_blocks,default,No,,drop_self,,Yes
Spruce Sapling,spruce_sapling,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Spruce Sign,spruce_sign,16,Yes,functional_blocks,default,No,,drop_self,,Yes
Spruce Slab,spruce_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Spruce Stairs,spruce_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Spruce Trapdoor,spruce_trapdoor,64,Yes,building_blocks,default,No,,drop_self,,Yes
Spruce Wood,spruce_wood,64,Yes,building_blocks,default,No,,drop_self,,Yes
Spyglass,spyglass,1,No,tools_and_utilities,,No,,,,No
Squid Spawn Egg,squid_spawn_egg,64,No,spawn_eggs,,No,,,,No
Stick,stick,64,No,ingredients,,No,,,,Yes
Sticky Piston,sticky_piston,64,Yes,redstone_blocks,default,No,,drop_self,,Yes
Stone,stone,64,Yes,building_blocks; natural_blocks,default,No,,custom,,Yes
Stone Axe,stone_axe,1,No,tools_and_utilities; combat,,No,,,,No
Stone Brick Slab,stone_brick_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Stone Brick Stairs,stone_brick_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stone Brick Wall,stone_brick_wall,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stone Bricks,stone_bricks,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stone Button,stone_button,64,Yes,building_blocks; redstone_blocks,default,No,,drop_self,,Yes
Stone Hoe,stone_hoe,1,No,tools_and_utilities,,No,,,,No
Stone Pickaxe,stone_pickaxe,1,No,tools_and_utilities,,No,,,,No
Stone Pressure Plate,stone_pressure_plate,64,Yes,building_blocks; redstone_blocks,default,No,,drop_self,,Yes
Stone Shovel,stone_shovel,1,No,tools_and_utilities,,No,,,,No
Stone Slab,stone_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Stone Stairs,stone_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stone Sword,stone_sword,1,No,combat,,No,,,,No
Stonecutter,stonecutter,64,Yes,functional_blocks,default,No,,drop_self,,Yes
Stray Spawn Egg,stray_spawn_egg,64,No,spawn_eggs,,No,,,,No
Strider Spawn Egg,strider_spawn_egg,64,No,spawn_eggs,,No,,,,No
String,string,64,No,redstone_blocks; ingredients,,No,,,,Yes
Stripped Acacia Log,stripped_acacia_log,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Acacia Wood,stripped_acacia_wood,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Bamboo Block,stripped_bamboo_block,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Birch Log,stripped_birch_log,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Birch Wood,stripped_birch_wood,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Cherry Log,stripped_cherry_log,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Cherry Wood,stripped_cherry_wood,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Crimson Hyphae,stripped_crimson_hyphae,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Crimson Stem,stripped_crimson_stem,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Dark Oak Log,stripped_dark_oak_log,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Dark Oak Wood,stripped_dark_oak_wood,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Jungle Log,stripped_jungle_log,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Jungle Wood,stripped_jungle_wood,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Mangrove Log,stripped_mangrove_log,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Mangrove Wood,stripped_mangrove_wood,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Oak Log,stripped_oak_log,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Oak Wood,stripped_oak_wood,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Pale Oak Log,stripped_pale_oak_log,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Pale Oak Wood,stripped_pale_oak_wood,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Spruce Log,stripped_spruce_log,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Spruce Wood,stripped_spruce_wood,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Warped Hyphae,stripped_warped_hyphae,64,Yes,building_blocks,default,No,,drop_self,,Yes
Stripped Warped Stem,stripped_warped_stem,64,Yes,building_blocks,default,No,,drop_self,,Yes
Structure Block,structure_block,64,Yes,op_blocks,no_loot_table,Yes,,,,No
Structure Void,structure_void,64,Yes,op_blocks,no_loot_table,Yes,,,,No
Sugar,sugar,64,No,ingredients,,No,,,,Yes
Sugar Cane,sugar_cane,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Sunflower,sunflower,64,Yes,natural_blocks,default,No,,custom,,Yes
Suspicious Gravel,suspicious_gravel,64,Yes,functional_blocks,default,No,,no_drop,,Yes
Suspicious Sand,suspicious_sand,64,Yes,functional_blocks,default,No,,no_drop,,Yes
Suspicious Stew,suspicious_stew,1,No,,,No,,,,No
Sweet Berries,sweet_berries,64,No,natural_blocks; food_and_drinks,,No,,,,Yes
Tadpole Bucket,tadpole_bucket,1,No,tools_and_utilities,,No,,,,No
Tadpole Spawn Egg,tadpole_spawn_egg,64,No,spawn_eggs,,No,,,,No
Tall Dry Grass,tall_dry_grass,64,Yes,natural_blocks,default,No,,custom,,Yes
Tall Grass,tall_grass,64,Yes,natural_blocks,default,No,,custom,,Yes
Target,target,64,Yes,redstone_blocks,default,No,,drop_self,,Yes
Terracotta,terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Test Block,test_block,64,Yes,op_blocks,no_loot_table,Yes,,,,No
Test Instance Block,test_instance_block,64,Yes,op_blocks,no_loot_table,Yes,,,,No
Tide Armor Trim Smithing Template,tide_armor_trim_smithing_template,64,No,ingredients,,No,,,,Yes
Tinted Glass,tinted_glass,64,Yes,colored_blocks; functional_blocks,default,No,,drop_self,,Yes
Tipped Arrow,tipped_arrow,64,No,combat,,No,,,,Yes
Tnt,tnt,64,Yes,redstone_blocks; combat,default,No,,custom,,Yes
Tnt Minecart,tnt_minecart,1,No,redstone_blocks; tools_and_utilities,,No,,,,No
Torch,torch,64,Yes,functional_blocks,default,No,,drop_self,,Yes
Torchflower,torchflower,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Torchflower Seeds,torchflower_seeds,64,No,natural_blocks,,No,,,,Yes
Totem Of Undying,totem_of_undying,1,No,combat,,No,,,,No
Trader Llama Spawn Egg,trader_llama_spawn_egg,64,No,spawn_eggs,,No,,,,No
Trapped Chest,trapped_chest,64,Yes,redstone_blocks,default,No,,custom,,Yes
Trial Key,trial_key,64,No,ingredients,,No,,,,Yes
Trial Spawner,trial_spawner,64,Yes,spawn_eggs,default,No,,no_drop,,No
Trident,trident,1,No,combat,,No,,,,No
Tripwire Hook,tripwire_hook,64,Yes,redstone_blocks,default,No,,drop_self,,Yes
Tropical Fish,tropical_fish,64,No,food_and_drinks,,No,,,,Yes
Tropical Fish Bucket,tropical_fish_bucket,1,No,tools_and_utilities,,No,,,,No
Tropical Fish Spawn Egg,tropical_fish_spawn_egg,64,No,spawn_eggs,,No,,,,No
Tube Coral,tube_coral,64,Yes,natural_blocks,default,No,,drop_when_silk_touch,,Yes
Tube Coral Block,tube_coral_block,64,Yes,natural_blocks,default,No,,custom,,Yes
Tube Coral Fan,tube_coral_fan,64,Yes,natural_blocks,default,No,,drop_when_silk_touch,,Yes
Tuff,tuff,64,Yes,building_blocks; natural_blocks,default,No,,drop_self,,Yes
Tuff Brick Slab,tuff_brick_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Tuff Brick Stairs,tuff_brick_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Tuff Brick Wall,tuff_brick_wall,64,Yes,building_blocks,default,No,,drop_self,,Yes
Tuff Bricks,tuff_bricks,64,Yes,building_blocks,default,No,,drop_self,,Yes
Tuff Slab,tuff_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Tuff Stairs,tuff_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Tuff Wall,tuff_wall,64,Yes,building_blocks,default,No,,drop_self,,Yes
Turtle Egg,turtle_egg,64,Yes,natural_blocks,default,No,,drop_when_silk_touch,,Yes
Turtle Helmet,turtle_helmet,1,No,combat; ingredients,,No,,,,No
Turtle Scute,turtle_scute,64,No,ingredients,,No,,,,Yes
Turtle Spawn Egg,turtle_spawn_egg,64,No,spawn_eggs,,No,,,,No
Twisting Vines,twisting_vines,64,Yes,natural_blocks,default,No,,,,Yes
Vault,vault,64,Yes,functional_blocks,default,No,,no_drop,,No
Verdant Froglight,verdant_froglight,64,Yes,natural_blocks; functional_blocks,default,No,,drop_self,,Yes
Vex Armor Trim Smithing Template,vex_armor_trim_smithing_template,64,No,ingredients,,No,,,,Yes
Vex Spawn Egg,vex_spawn_egg,64,No,spawn_eggs,,No,,,,No
